system:index,Longitude,PlotID,Type,description,doy-20140509,doy-20140525,doy-20140610,doy-20140626,doy-20140712,doy-20140728,doy-20140813,doy-20140829,doy-20140914,doy-20140930,doy-20150509,doy-20150525,doy-20150610,doy-20150626,doy-20150712,doy-20150728,doy-20150813,doy-20150829,doy-20150914,doy-20150930,evi-20140509,evi-20140525,evi-20140610,evi-20140626,evi-20140712,evi-20140728,evi-20140813,evi-20140829,evi-20140914,evi-20140930,evi-20150509,evi-20150525,evi-20150610,evi-20150626,evi-20150712,evi-20150728,evi-20150813,evi-20150829,evi-20150914,evi-20150930,geometry,name,ndvi-20140509,ndvi-20140525,ndvi-20140610,ndvi-20140626,ndvi-20140712,ndvi-20140728,ndvi-20140813,ndvi-20140829,ndvi-20140914,ndvi-20140930,ndvi-20150509,ndvi-20150525,ndvi-20150610,ndvi-20150626,ndvi-20150712,ndvi-20150728,ndvi-20150813,ndvi-20150829,ndvi-20150914,ndvi-20150930,summaryQA-20140509,summaryQA-20140525,summaryQA-20140610,summaryQA-20140626,summaryQA-20140712,summaryQA-20140728,summaryQA-20140813,summaryQA-20140829,summaryQA-20140914,summaryQA-20140930,summaryQA-20150509,summaryQA-20150525,summaryQA-20150610,summaryQA-20150626,summaryQA-20150712,summaryQA-20150728,summaryQA-20150813,summaryQA-20150829,summaryQA-20150914,summaryQA-20150930,.geo
1208,-113.74487,621.0,Biomass,,141,157,174,192,208,210,240,249,265,279,129,159,163,179,202,211,225,254,263,277,2804,3238,3192,3684,3731,3868,3106,2912,2208,2322,2052,2574,3828,3880,3491,3260,2782,2952,2781,2622,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.74487,46.43592]}",,5737,6217,7155,7087,7258,7043,6700,6495,5720,6217,5461,6743,7172,7139,6993,6798,6665,6117,5844,5915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.74487,46.43592]}"
1209,-113.74619,623.0,Biomass,,141,157,174,192,208,210,240,249,265,279,129,159,163,179,202,211,225,255,271,273,2595,3426,3192,3260,3731,3510,3106,2915,2383,1906,2111,2520,3141,3122,2637,3228,2238,2012,2058,1991,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.74619,46.43835]}",,5560,6515,7155,6545,7258,6294,6700,6568,5731,5836,5549,6965,6480,6342,6268,6630,5973,6245,6252,5710,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.74619,46.43835]}"
65,-113.90961,133.0,Biomass,,142,157,172,188,194,212,240,245,265,279,129,158,170,177,206,224,225,254,270,288,2464,3527,2286,2502,2988,3432,2197,2282,2210,2263,2314,3096,2405,2263,2795,2920,1934,2517,2082,2727,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90961,46.44043]}",,6524,7109,6977,7670,6169,6805,6126,6946,6394,6446,6339,5972,6062,6058,5797,6021,5408,5457,5806,6279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90961,46.44043]}"
64,-113.91031,132.0,Biomass,,142,157,172,188,194,212,240,245,265,279,129,158,170,177,206,224,225,254,270,288,2464,3527,2286,2502,2988,3432,2197,2282,2210,2263,2314,3096,2405,2263,2795,2920,1934,2517,2082,2727,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.91031,46.43963]}",,6524,7109,6977,7670,6169,6805,6126,6946,6394,6446,6339,5972,6062,6058,5797,6021,5408,5457,5806,6279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.91031,46.43963]}"
1368,-113.88142,1047.0,Biomass,,141,160,172,192,208,222,240,256,258,279,130,158,163,179,195,211,225,255,271,277,2859,2907,2257,2808,2718,2461,2542,2461,2716,2495,3435,3110,2792,2997,3042,2791,2478,2398,2517,2520,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88142,46.43317]}",,6052,6012,6696,6568,6772,6725,6155,6116,6442,6480,6150,6149,6280,6550,6692,6588,6864,7170,7274,6210,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88142,46.43317]}"
1025,-113.88264,270.0,Biomass,,141,157,172,189,203,212,240,251,265,283,130,159,174,190,202,224,225,243,263,288,2146,2702,1881,2844,2682,2232,1689,2466,2061,2474,3465,1662,2987,2646,1724,2862,1902,2106,2320,2386,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88264,46.43407]}",,4982,6073,5460,6198,5741,5089,5064,5988,5808,5504,6132,5517,6079,5662,4632,6109,5254,5425,5504,5513,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88264,46.43407]}"
1367,-113.8822,1046.0,Biomass,,141,160,172,192,208,215,240,249,265,279,130,158,163,179,195,211,225,255,270,277,2700,2113,1791,2697,2762,2383,2388,2760,2325,1956,3484,2825,2756,3029,2825,2306,1868,2398,2779,2327,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.8822,46.43477]}",,6198,5696,5891,6329,6493,6588,6533,6425,6406,6811,6119,6181,6584,6759,6668,6008,6010,7170,6383,6110,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.8822,46.43477]}"
67,-113.90115,135.0,Biomass,,142,153,172,187,208,217,240,249,263,279,129,158,163,179,195,211,225,254,271,278,2547,3098,2418,3549,2590,2731,2279,2601,2137,2026,2283,3379,2716,2625,2296,2158,1884,2521,1952,2099,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90115,46.44241]}",,6891,6680,7295,6871,6815,6475,6664,7098,6909,6851,6396,6893,6637,6317,5995,6057,5605,6384,7051,7425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90115,46.44241]}"
66,-113.90306,134.0,Biomass,,142,151,172,192,208,217,240,251,268,279,129,158,163,179,195,211,225,255,263,288,2642,2758,2511,3018,2964,2959,2324,2868,2249,1951,2345,3512,3052,2960,2687,2468,2102,2119,2812,2702,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90306,46.44423]}",,6886,6615,7315,6799,6930,6585,6769,6858,7544,6884,6684,6938,6788,6440,6442,6084,6147,7111,6712,6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90306,46.44423]}"
1369,-113.87841,1048.0,Biomass,,141,160,172,192,208,215,240,256,263,279,130,159,163,179,202,211,225,255,266,277,2666,2767,2205,2733,2756,2368,2407,2429,2332,2044,3465,2264,2776,2770,2482,2722,2402,2160,2124,2366,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.87841,46.43445]}",,6160,6474,6673,6653,6838,6565,6547,6353,6638,6714,6132,6997,6622,6690,6695,6730,6958,7176,6555,6278,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.87841,46.43445]}"
1370,-113.87627,1049.0,Biomass,,141,151,172,192,208,222,240,256,263,279,130,159,163,179,195,211,225,254,266,273,2702,2424,2257,2733,2714,2480,2534,2689,2332,2365,2755,2264,2776,2777,2699,2496,2245,2901,2414,2279,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.87627,46.43217]}",,6440,6394,6696,6653,6742,6893,6509,6690,6638,6727,6463,6997,6622,6682,6661,6377,6668,6381,6580,6735,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.87627,46.43217]}"
16,-113.83524,7.0,Biomass,,143,151,172,192,194,219,240,256,265,279,130,159,170,181,202,211,225,243,266,288,2969,2487,2458,2918,3625,3088,2666,2458,2284,2071,2389,2470,2701,3214,2521,2449,2158,2188,2147,2542,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.83524,46.45158]}",,6561,6324,7031,6206,6794,6336,6410,6471,5747,6958,5359,7212,6273,6101,6338,5792,6863,6298,6304,6019,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.83524,46.45158]}"
15,-113.83656,5.0,Biomass,,143,153,172,192,208,219,240,251,263,279,130,159,170,181,202,211,225,255,266,278,2969,3047,2457,3040,3009,3127,2672,2616,2466,2393,2659,2470,2831,3364,2371,2699,2612,2223,1782,2098,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.83656,46.45097]}",,6561,6163,6901,6602,7043,6718,7067,6906,6613,6366,6488,7212,6958,6430,6780,6327,6846,7154,6642,7600,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.83656,46.45097]}"
1543,-113.87969,36p,Pellet 2014,,137,153,172,192,208,215,240,249,263,279,130,159,163,179,195,211,225,254,266,277,2224,2876,2114,2826,2354,2169,2055,2474,1626,2061,3169,2200,2741,2475,2494,2283,1940,2039,1775,1768,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.87969,46.45443]}",,5673,5959,6798,6618,6628,6041,6485,6048,6363,6220,6391,7167,6630,6566,6333,6211,6559,6099,5661,6227,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.87969,46.45443]}"
1484,-113.86921,112p,Pellet 2015,,143,153,172,192,206,219,240,249,258,279,130,145,163,179,202,211,225,254,270,273,3415,3486,3067,3776,3293,3535,3330,3368,3166,2887,3071,2925,3430,3435,3198,3323,2944,3281,3185,3105,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.86921,46.45262]}",,6544,6278,7182,6922,7133,6557,6891,6688,6316,6336,6573,6514,6384,6575,6614,6404,6691,6267,6253,6842,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.86921,46.45262]}"
21,-113.84541,16.0,Biomass,,143,153,172,192,208,215,240,249,265,279,130,159,170,179,202,211,225,254,266,284,2777,2895,2306,2973,2531,2638,2249,2346,2211,1875,2627,2229,2808,2985,2458,2341,1912,2221,1992,1704,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.84541,46.46618]}",,6611,6626,7420,7408,7154,7352,7182,7364,7217,7418,6895,7591,7331,7287,7096,7202,7009,6920,7291,7320,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.84541,46.46618]}"
22,-113.84467,17.0,Biomass,,143,153,172,192,208,215,240,249,265,279,130,159,170,179,202,211,225,254,266,284,2777,2895,2306,2973,2531,2638,2249,2346,2211,1875,2627,2229,2808,2985,2458,2341,1912,2221,1992,1704,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.84467,46.46541]}",,6611,6626,7420,7408,7154,7352,7182,7364,7217,7418,6895,7591,7331,7287,7096,7202,7009,6920,7291,7320,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.84467,46.46541]}"
24,-113.844,19.0,Biomass,,143,153,172,192,208,215,240,249,265,279,130,159,170,179,202,211,225,254,266,284,2777,2895,2306,2973,2531,2638,2249,2346,2211,1875,2627,2229,2808,2985,2458,2341,1912,2221,1992,1704,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.844,46.46484]}",,6611,6626,7420,7408,7154,7352,7182,7364,7217,7418,6895,7591,7331,7287,7096,7202,7009,6920,7291,7320,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.844,46.46484]}"
1551,-113.84045,44p,Pellet 2014,,143,160,172,192,208,222,240,249,268,279,130,159,170,179,200,211,225,255,271,278,2777,2357,2190,2436,2241,1898,1844,2154,1757,1972,2643,2210,2079,2237,2011,2116,1724,1752,1544,1581,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.84045,46.46552]}",,6611,6317,7229,6685,6939,6741,6666,6611,7702,6659,6746,7401,6693,6269,7105,6491,6726,7502,7660,7757,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.84045,46.46552]}"
23,-113.84296,18.0,Biomass,,143,153,172,192,208,215,240,249,268,279,130,159,170,179,202,211,225,255,266,273,2777,2521,2190,2807,2757,2351,2090,2545,1757,1801,2627,2210,2555,2568,2468,2692,1920,2131,1992,1937,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.84296,46.46559]}",,6611,6310,7229,7132,7446,6895,7092,7472,7702,6896,6895,7401,7019,6921,7084,7380,7117,7523,7291,7225,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.84296,46.46559]}"
1231,-113.89534,678.0,Biomass,,137,153,171,192,208,210,240,249,263,279,130,159,163,179,202,211,225,255,271,278,3096,3569,3958,3752,3549,3609,3211,3270,2671,2658,4878,3091,3520,3547,3118,3056,2753,2698,2873,2820,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.89534,46.47577]}",,5700,6401,6710,6829,6951,6186,6654,6617,6131,6127,6319,7382,6567,6667,6592,6301,6554,6590,7068,7057,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.89534,46.47577]}"
1229,-113.89763,676.0,Biomass,,137,153,172,192,208,210,240,245,263,279,130,159,163,179,200,211,225,255,270,278,2902,3520,3265,3723,3339,3333,2945,2943,2820,2580,3276,2964,3098,3098,2862,2889,2753,2600,2980,2889,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.89763,46.47388]}",,5301,6027,7179,6561,6234,5756,6052,6585,5842,6113,6308,6983,6044,6044,6717,5983,6157,6266,5735,6625,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.89763,46.47388]}"
12,-113.90017,681.0,Phenology,,137,153,171,192,208,210,240,249,265,279,130,159,163,179,202,211,225,254,266,288,3073,3556,4334,3547,3316,3695,3022,2986,2696,2389,3405,3196,3543,3288,2790,2843,2607,2881,2118,3315,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90017,46.47952]}",,5822,6526,6850,6885,6683,6481,6801,6669,6242,6233,4510,7549,7070,6347,6209,6187,6272,6194,6311,6803,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90017,46.47952]}"
1233,-113.90023,681.0,Biomass,,137,153,171,192,208,210,240,249,265,279,130,159,163,179,202,211,225,254,266,288,3073,3556,4334,3547,3316,3695,3022,2986,2696,2389,3405,3196,3543,3288,2790,2843,2607,2881,2118,3315,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90023,46.47948]}",,5822,6526,6850,6885,6683,6481,6801,6669,6242,6233,4510,7549,7070,6347,6209,6187,6272,6194,6311,6803,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90023,46.47948]}"
1498,-113.88911,126p,Pellet 2015,,142,153,171,192,208,210,240,249,263,279,130,159,163,179,202,211,225,252,263,277,2800,3529,4204,3889,3559,3947,3267,3189,3043,2927,5040,3172,3614,3570,3186,3153,2942,3433,3314,2879,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88911,46.47988]}",,6265,6423,7033,7217,6977,6743,6779,6652,6682,6606,6321,7413,6829,6730,6794,6678,6897,6623,6591,6311,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88911,46.47988]}"
1221,-113.91527,658.0,Biomass,,142,151,172,192,208,217,238,249,263,279,129,159,163,179,195,211,226,243,266,273,2298,2528,2565,2387,2173,2478,2091,2202,1913,1865,2152,2497,2747,2373,2387,2016,2800,1827,2108,1951,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.91527,46.46227]}",,5183,5311,6015,4812,4547,4697,5119,4610,4667,4485,4760,5813,5285,4703,4879,4395,4700,4111,4774,4826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.91527,46.46227]}"
1223,-113.91473,660.0,Biomass,,142,153,172,188,194,217,240,245,267,279,129,159,167,179,195,211,226,254,270,277,2156,2744,2200,2199,2594,2087,1832,2113,2120,1889,1948,2183,3143,2335,1996,2101,2800,2241,2246,2186,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.91473,46.46275]}",,4693,4908,5265,5095,4384,4041,4111,5209,4137,4421,4467,5206,5207,4378,4038,4325,4700,4123,4213,4459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.91473,46.46275]}"
1222,-113.9144,659.0,Biomass,,137,157,172,192,208,217,240,245,268,279,129,159,163,183,195,211,226,255,271,278,2480,3617,2167,2552,2199,2250,1913,1982,2246,1968,2130,2405,2478,3057,2212,2219,3074,2031,2177,2278,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.9144,46.46587]}",,4636,5866,5408,4998,4500,4361,4254,4932,5486,4533,4769,5725,4848,5173,4453,4494,5095,5121,5526,5675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.9144,46.46587]}"
49,-113.90321,74.0,Biomass,,137,157,174,189,208,210,240,245,265,279,130,159,163,179,195,211,225,255,266,277,3025,3990,3174,4373,3014,3370,2720,2610,2681,2631,3929,3207,3400,3037,2831,2672,2467,2517,2398,2803,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90321,46.46745]}",,5831,7059,6807,6951,6135,5869,5941,6396,5794,6095,6805,7080,6494,5853,5689,5677,5773,6044,5894,5848,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90321,46.46745]}"
1224,-113.90339,671.0,Biomass,,137,157,174,192,206,210,240,245,268,279,130,158,163,179,195,211,225,254,271,277,3025,4061,3174,3281,2839,3378,2720,2644,2653,2522,3929,3803,3135,3037,2635,2480,2230,2810,2617,2803,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90339,46.46879]}",,5831,7165,6807,6346,6363,5967,5941,6366,6661,6028,6805,6323,6143,5853,5486,5330,5386,5665,6628,5848,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90339,46.46879]}"
1225,-113.90588,672.0,Biomass,,142,153,174,192,208,210,240,249,263,279,130,158,163,179,195,211,225,255,263,278,2585,3385,3074,3082,2813,3305,2480,2773,2504,2522,3465,3673,3135,2925,2767,2480,2230,2470,3139,2743,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90588,46.47178]}",,6166,6309,6965,6285,5982,5797,5809,6129,6068,6028,6393,6295,6143,5822,5857,5330,5386,6437,6107,6985,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90588,46.47178]}"
48,-113.90546,73.0,Biomass,,137,157,174,192,206,210,240,245,268,279,130,158,163,179,195,211,225,254,271,277,3025,4061,3174,3281,2839,3378,2720,2644,2653,2522,3929,3803,3135,3037,2635,2480,2230,2810,2617,2803,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90546,46.47003]}",,5831,7165,6807,6346,6363,5967,5941,6366,6661,6028,6805,6323,6143,5853,5486,5330,5386,5665,6628,5848,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90546,46.47003]}"
1227,-113.90378,674.0,Biomass,,137,151,174,192,208,210,240,245,267,279,130,156,163,179,195,211,225,255,271,288,2999,3137,3310,3438,3208,3099,2803,2644,3153,2708,3929,3245,3495,3189,2877,2603,2417,2511,2703,3146,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90378,46.47029]}",,5680,6459,7017,6391,6352,5421,6082,6366,6054,6054,6805,6037,6516,6007,5712,5524,5588,6041,6186,6140,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90378,46.47029]}"
47,-113.90275,72.0,Biomass,,142,157,174,192,208,210,240,249,265,279,130,158,163,179,195,211,225,254,270,278,2839,4047,3310,3245,3208,3444,2803,2994,2749,2708,3465,3746,3212,3189,2911,2651,2524,3051,3111,2743,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90275,46.47109]}",,6476,7005,7017,6369,6352,6152,6082,6215,6011,6054,6393,6444,6295,6007,5761,5736,5901,6046,5970,6985,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90275,46.47109]}"
46,-113.90021,71.0,Biomass,,142,153,172,192,194,210,240,249,265,283,130,159,163,179,195,211,225,254,266,288,2885,3587,3237,3439,3745,3520,2910,2994,2762,3247,3465,3208,3577,3255,3160,2708,2524,2962,2557,3146,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90021,46.47168]}",,6332,6385,7205,6487,6383,6181,5887,6356,6013,6333,6393,7207,6600,6191,6128,5680,5901,5803,5779,6140,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90021,46.47168]}"
1226,-113.90338,673.0,Biomass,,142,157,174,192,208,210,240,249,265,279,130,158,163,179,195,211,225,254,270,278,2839,4047,3310,3245,3208,3444,2803,2994,2749,2708,3465,3746,3212,3189,2911,2651,2524,3051,3111,2743,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90338,46.47136]}",,6476,7005,7017,6369,6352,6152,6082,6215,6011,6054,6393,6444,6295,6007,5761,5736,5901,6046,5970,6985,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90338,46.47136]}"
1530,-113.904087,23p,Pellet 2014,,137,151,172,189,206,210,240,245,268,279,130,159,163,177,200,211,225,255,266,278,2626,2994,3237,4030,2742,3150,2910,2658,2846,2565,3465,2964,3030,2861,2743,2679,2641,2600,2430,2567,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.904087,46.474722]}",,5350,6016,7205,6857,6139,5690,5887,6693,6377,5539,6393,6983,6220,6376,6341,5879,6225,6266,6090,7018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.904087,46.474722]}"
1502,-113.90287,130p,Pellet 2015,,137,151,172,189,206,210,240,245,268,279,130,159,163,177,200,211,225,255,266,278,2626,2994,3237,4030,2742,3150,2910,2658,2846,2565,3465,2964,3030,2861,2743,2679,2641,2600,2430,2567,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90287,46.47389]}",,5350,6016,7205,6857,6139,5690,5887,6693,6377,5539,6393,6983,6220,6376,6341,5879,6225,6266,6090,7018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90287,46.47389]}"
1228,-113.90041,675.0,Biomass,,137,157,172,192,208,210,240,245,265,279,130,158,163,177,195,211,225,254,271,273,2626,3824,2866,3177,2909,3395,2786,2658,2495,2149,4198,3682,3333,2861,3094,2762,2489,2956,2317,2217,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90041,46.47511]}",,5350,6854,6874,6433,6345,6308,6411,6693,6066,6196,5368,6493,6648,6376,6422,6138,6141,6241,7069,6568,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.90041,46.47511]}"
1230,-113.89734,677.0,Biomass,,142,153,172,192,208,210,240,249,268,279,130,159,167,177,195,211,225,255,271,278,2919,3736,3142,3480,3534,3850,2874,3123,2840,2595,3276,3010,3305,3222,2755,2923,2403,2680,2733,2540,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.89734,46.47257]}",,6059,6353,7014,6386,6727,6325,5833,6150,6399,5716,6308,6948,5775,6601,5365,5870,5539,6292,6401,6437,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.89734,46.47257]}"
50,-113.89885,75.0,Biomass,,142,157,172,187,208,210,240,249,265,279,130,159,167,177,195,211,225,254,263,278,2871,3947,2962,3988,3156,3692,2784,2887,2745,2372,3444,3074,4003,3065,2990,2567,2506,2839,2783,2857,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.89885,46.47018]}",,6229,6989,6642,6449,6059,6233,5949,5918,5791,5274,6242,6894,6801,6397,5707,5183,5534,5399,5343,6619,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.89885,46.47018]}"
63,-113.9044,131.0,Biomass,,142,151,172,192,208,217,240,251,268,279,129,158,163,179,195,211,225,255,263,288,2642,2758,2511,3018,2964,2959,2324,2868,2249,1951,2345,3512,3052,2960,2687,2468,2102,2119,2812,2702,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.9044,46.44442]}",,6886,6615,7315,6799,6930,6585,6769,6858,7544,6884,6684,6938,6788,6440,6442,6084,6147,7111,6712,6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.9044,46.44442]}"
1517,-113.92924,10p,Pellet 2014,,137,151,172,188,194,217,238,245,268,279,129,159,163,179,195,218,226,255,263,278,2389,2684,2801,2937,3113,2119,1778,1979,1908,1610,2124,2843,2598,2500,2309,1947,2312,1878,2222,2109,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.92924,46.4431]}",,4701,5468,6219,6572,5514,4066,4274,4697,4871,3897,4594,6271,4928,4875,4767,4278,4516,4877,4500,5126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.92924,46.4431]}"
